Quantity,Scale,Ingredient,Ingredient_cpl,Number,Unit,ID
50,g,farine de sarrasin,,8,personne(s),349578
3,,bananes,,8,personne(s),349578
15,g,gingembre,frais,8,personne(s),349578
1,jus,citron,,8,personne(s),349578
1,cuillère à café,quatre-épices,,8,personne(s),349578
1,cuillère,café,rase de bicarbonate alimentaire,8,personne(s),349578
250,ml,lait d'amande,,8,personne(s),349578
80,g,sucre roux,,8,personne(s),349578
4,,oeufs,,8,personne(s),349578
3,,bananes,moyennes,6,personnes,231734
100,g,sucre,,6,personnes,231734
2,,oeufs,,6,personnes,231734
1,,yaourt nature,,6,personnes,231734
100,g,farine,,6,personnes,231734
1/3,sachet,levure chimique,,6,personnes,231734
3,cuillères à soupe,rhum,,6,personnes,231734
200,g,chocolat noir,,6,personnes,18695
3,,oeufs,,6,personnes,18695
2,tasses à café,sucre,,6,personnes,18695
1,tasse à café,farine,,6,personnes,18695
150,g,beurre,,6,personnes,18695
2,,oranges,coupées en rondelles fines,6,personnes,21973
1/4,,l d'eau,,6,personnes,21973
100,g,sucre,,6,personnes,21973
1,,génoise,,6,personnes,21973
,,Crème pâtissière,,6,personnes,21973
200,g,farine de châtaigne,,14,moelleux,224515
200,g,farine de blé,,14,moelleux,224515
200,g,beurre,fondu,14,moelleux,224515
100,g,sucre,,14,moelleux,224515
5,,oeufs,,14,moelleux,224515
6,cuillères à soupe,crème fraîche,,14,moelleux,224515
1,pincée,sel,,14,moelleux,224515
14,gros morceaux,chocolat praliné,,14,moelleux,224515
300,g,chocolat,,6,personnes,62191
150,g,lait concentré,,6,personnes,62191
1,sachet,sucre vanillé,,6,personnes,62191
5,,oeufs,,6,personnes,62191
100,g,beurre,,6,personnes,62191
1,cuillère à soupe,farine,,6,personnes,62191
2,,citrons,bio,6,personnes,527999
1,,orange,bio,6,personnes,527999
10,g,basilic,finement haché,6,personnes,527999
4,,oeufs,,6,personnes,527999
120,g,sucre,,6,personnes,527999
80,g,beurre,,6,personnes,527999
120,g,farine,t65,6,personnes,527999
1,sachet,levure chimique,,6,personnes,527999
125,g,sucre,,4,personnes,335896
2,,oeufs,,4,personnes,335896
125,g,beurre,salé,4,personnes,335896
125,g,farine,,4,personnes,335896
1/2,,ananas,frais ou surgelé (environ 500 g),4,personnes,335896
1/2,sachet,levure,,4,personnes,335896
150,g,beurre,,6,personnes,167571
100,g,cassonade,,6,personnes,167571
150,g,noix,,6,personnes,167571
3,,oeufs,,6,personnes,167571
50,g,farine,,6,personnes,167571
1,sachet,levure,,6,personnes,167571
1,pincée,sel,,6,personnes,167571
5,,oeufs,,6,personnes,13569
200,g,sucre,,6,personnes,13569
125,g,beurre,,6,personnes,13569
150,g,chocolat pâtissier,,6,personnes,13569
125,g,farine,,6,personnes,13569
100,g,noix de coco rapée,,8,personnes,312892
175,g,farine,,8,personnes,312892
30,cl,lait de coco,,8,personnes,312892
240,g,sucre,,8,personnes,312892
125,g,beurre,,8,personnes,312892
2,,oeufs,,8,personnes,312892
1,sachet,levure chimique,,8,personnes,312892
100,g,chocolat noir,,8,personnes,312892
10,cl,crème fraîche,,8,personnes,312892
200,g,chocolat noir,dessert,5,personnes,17364
100,g,chocolat au lait,,5,personnes,17364
3,,oeufs,,5,personnes,17364
30,g,farine,(2 cuillerées à soupe),5,personnes,17364
50,g,sucre en poudre,,5,personnes,17364
100,g,beurre,+ 10 g pour le moule,5,personnes,17364
4,boules,crème,glacée à la vanille,5,personnes,17364
200,g,chocolat pâtissier,,6,personnes,12652
120,g,beurre,,6,personnes,12652
3,,oeufs,,6,personnes,12652
100,g,sucre,,6,personnes,12652
3,grosses cuillères à soupe,maïzena,,6,personnes,12652
20,aman,s,décortiquées,6,personnes,12652
130,g,beurre,,6,personnes,254261
4,,oeufs,,6,personnes,254261
70,g,spéculoos,,6,personnes,254261
125,g,chocolat noir,70% de cacao,6,personnes,254261
100,g,sucre en poudre,fin,6,personnes,254261
1,cuillère à soupe,maïzena,,6,personnes,254261
,,Farine,,6,personnes,254261
,,Sucre glace,,6,personnes,254261
100,g,chocolat,,4,personnes,26515
3,,oeufs,,4,personnes,26515
75,g,sucre,,4,personnes,26515
72.5,g,beurre,,4,personnes,26515
8,,caramel,au beurre salé,4,personnes,528446
100,g,chocolat,,4,personnes,528446
40,g,Planta Fin 100% végétal,,4,personnes,528446
3,,oeufs,,4,personnes,528446
60,g,sucre,,4,personnes,528446
1,cuillère à soupe,farine,,4,personnes,528446
175,g,beurre,,8,personnes,86432
175,g,sucre,,8,personnes,86432
90,g,farine,,8,personnes,86432
5,,oeufs,,8,personnes,86432
200,g,chocolat pâtissier,,8,personnes,86432
4,,oeufs,,6,personnes,81536
1,,chocolat,,6,personnes,81536
125,g,beurre,,6,personnes,81536
125,g,sucre,,6,personnes,81536
1,cuillère à soupe,farine,,6,personnes,81536
200,g,chocolat noir,à dessert,6,personnes,66690
150,g,farine,,6,personnes,66690
50,g,maïzena,,6,personnes,66690
100,g,beurre,,6,personnes,66690
1,sachet,levure chimique,,6,personnes,66690
1,sachet,sucre vanillé,,6,personnes,66690
4,,oeufs,,6,personnes,66690
100,g,sucre,,6,personnes,66690
160,g,beurre,,12,personnes,26674
200,g,sucre,,12,personnes,26674
250,g,chocolat,,12,personnes,26674
8,,oeufs,,12,personnes,26674
1,pincée,sel,,12,personnes,26674
30,g,maïzena,,12,personnes,26674
75,g d'aman,s,effilées,12,personnes,26674
1,cuillère à soupe,cacao,,12,personnes,26674
1,noix,beurre,,12,personnes,26674
1,,farine,pour le moule,12,personnes,26674
200,g,chocolat,soit 1 tablette (plutôt riche en cacao),8,Personnes,325362
200,g,beurre doux,+ 1 noisette,8,Personnes,325362
200,g,sucre roux,,8,Personnes,325362
2,cuillères à soupe,farine,,8,Personnes,325362
5,,oeufs,,8,Personnes,325362
2,clous,girofle,,8,Personnes,325362
1,gousse,cardamome,dépouillée,8,Personnes,325362
1,cuillère à café,vanille,liquide,8,Personnes,325362
1,cuillère à café,cannelle,en poudre,8,Personnes,325362
150,g,chocolat,,8,personnes,58274
400,g,lait concentré,,8,personnes,58274
100,g,noix de coco rapée,,8,personnes,58274
4,,oeufs,,8,personnes,58274
150,g,beurre,,8,personnes,58274
150,g,chocolat noir,dessert,6,personnes,81055
150,g,beurre,,6,personnes,81055
150,g,farine,,6,personnes,81055
300,g,sucre,,6,personnes,81055
6,,oeufs,,6,personnes,81055
4,,cuillères à soupe d'eau,,6,personnes,81055
1,tablette,chocolat pâtissier,,8,personne(s),347937
130,g,sucre roux,,8,personne(s),347937
2,,oeufs,,8,personne(s),347937
150,g,Saint Morêt,,8,personne(s),347937
30,g,cacao,,8,personne(s),347937
100,g,farine,,8,personne(s),347937
1/2,sachet,levure,,8,personne(s),347937
25,g,beurre doux,,8,personne(s),347937
180,g,sucre,,6,personnes,86609
20,cl,crème fraîche liquide,à 12 % de matière grasse,6,personnes,86609
125,g,chocolat noir,,6,personnes,86609
4,,oeufs,,6,personnes,86609
125,g,farine,,6,personnes,86609
1,sachet,levure chimique,,6,personnes,86609
,,Beurre,(pour le moule),6,personnes,86609
125,g,chocolat,,7,personnes,86038
65,g,farine,,7,personnes,86038
120,g,sucre en poudre,,7,personnes,86038
4,,oeufs,,7,personnes,86038
100,g,chocolat noir,70% (j’en ai trouvée sans sucre),6,personnes,65580
100,g,chocolat blanc,,6,personnes,65580
4,,oeufs,,6,personnes,65580
2,cuillères à soupe,café,"(un vrai café liquide, pas du café moulu)",6,personnes,65580
80,g,sucre,,6,personnes,65580
60,g,beurre,(ou huile de tournesol),6,personnes,65580
4,cuillères à soupe,farine,,6,personnes,65580
1,gousse,vanille,,6,personnes,65580
250,g,chocolat noir,,6,personnes,172356
3,,oeufs,,6,personnes,172356
150,g,sucre,,6,personnes,172356
150,g,beurre,,6,personnes,172356
50,g,farine,,6,personnes,172356
6,,praliné,(type rocher Suchard ou autre),6,personnes,172356
4,ron,lles de banane,,6,personnes,172356
6,,oeufs,entiers,8,personnes,31944
150,g,sucre en poudre,,8,personnes,31944
100,g,farine,+ 60 g de maïzena,8,personnes,31944
20,cl,crème liquide,allégée,8,personnes,31944
200,g,chocolat noir,,8,personnes,31944
1,sachet,levure,,8,personnes,31944
120,g,chocolat pâtissier,,4,personnes,86524
50,g,sucre roux,,4,personnes,86524
55,g,farine,ou de poudre d'amande (ou un mélange des 2),4,personnes,86524
4,,oeufs,,4,personnes,86524
10,cl,lait,,4,personnes,86524
150,g,beurre,,8,personnes,311884
200,g,chocolat,,8,personnes,311884
80,g,farine,,8,personnes,311884
4,,oeufs,,8,personnes,311884
1,sachet,levure chimique,,8,personnes,311884
125,g,sucre,,8,personnes,311884
2,,pêches,,8,personnes,311884
150,g,fraises,,8,personnes,311884
200,g,chocolat pâtissier,,8,personnes,73721
180,g,beurre tendre,,8,personnes,73721
300,g,sucre,,8,personnes,73721
6,,oeufs,,8,personnes,73721
100,g,farine,,8,personnes,73721
200,g,farine,,6,personnes,392606
150,g,sucre de canne,,6,personnes,392606
50,g,chocolat,noir,6,personnes,392606
250,ml,lait végétal,"neutre (soja, avoine, etc.)",6,personnes,392606
50,,ml d'huile,végétale neutre,6,personnes,392606
1,cuillère à café,vinaigre de cidre,"(facultatif, permet au gâteau de lever plus)",6,personnes,392606
1/2,sachet,levure,,6,personnes,392606
,Noix,coco rapée,",noisettes, amandes hachées...",6,personnes,392606
125,g,farine,,5,personnes,348006
150,g,sucre,,5,personnes,348006
4,,oeufs,,5,personnes,348006
125,g,beurre,,5,personnes,348006
200,g,chocolat praliné,,5,personnes,348006
1,,mi de levure,,5,personnes,348006
10,cl,crème fraîche liquide,,5,personnes,348006
100,g,chocolat,,5,personnes,348006
60,g,sucre glace,,5,personnes,348006
100,g,chocolat noir,70% (j'en ai trouvée sans sucre),6,personnes,65581
100,g,chocolat blanc,,6,personnes,65581
4,,oeufs,,6,personnes,65581
2,cuillères à soupe,café,"(un vrai café liquide, pas du café moulu)",6,personnes,65581
80,g,sucre,,6,personnes,65581
60,g,beurre,(ou huile de tournesol),6,personnes,65581
4,cuillères à soupe,farine de riz,ou de quinoa,6,personnes,65581
1,gousse,vanille,,6,personnes,65581
8,tranches,pain d'épices,,12,moelleux,168808
2,,oeufs,,12,moelleux,168808
50,ml,lait,,12,moelleux,168808
50,g,sucre,,12,moelleux,168808
60,g,beurre,fondu,12,moelleux,168808
1,pincée,sel,,12,moelleux,168808
150,g,farine,,4,personnes,48310
100,g,sucre,,4,personnes,48310
50,g,beurre,,4,personnes,48310
2,,oeufs,,4,personnes,48310
1/2,sachet,levure chimique,,4,personnes,48310
5,cl,lait,,4,personnes,48310
,,Citron,,4,personnes,48310
,zeste,citron,,4,personnes,48310
3,cuillères à café,gingembre,coupé en petits morceaux,4,personnes,48310
4,,clémentines,,6,personnes,371292
3,,oeufs,,6,personnes,371292
150,g,farine,,6,personnes,371292
100,g,sucre,,6,personnes,371292
1,sachet,levure chimique,,6,personnes,371292
1,cuillère à soupe,cannelle,,6,personnes,371292
150,g,beurre,mou,6,personnes,371292
2,,citrons,(de préférence bios pour les zestes),6,personnes,62818
200,g,farine,,6,personnes,62818
50,g,maïzena,,6,personnes,62818
125,g,beurre,,6,personnes,62818
150,g,sucre,,6,personnes,62818
1,sachet,levure chimique,,6,personnes,62818
3,,oeufs,,6,personnes,62818
20,cl,jus de citron,,6,personnes,62818
50,g,sucre,,6,personnes,62818
120,g,farine,,10,petits moelleux,305473
80,g,sucre,,10,petits moelleux,305473
3,,oeufs,,10,petits moelleux,305473
1,sachet,levure,,10,petits moelleux,305473
1,,citron,,10,petits moelleux,305473
1,pincée,sel,,10,petits moelleux,305473
1,,poire,Comice,4,personnes,37924
4,,oeufs,,4,personnes,37924
125,g,chocolat noir,à dessert,4,personnes,37924
85,g,sucre en poudre,,4,personnes,37924
65,g,beurre,,4,personnes,37924
25,g,farine,,4,personnes,37924
,,Poivre,du moulin,4,personnes,37924
150,g,farine,,4,personnes,218658
100,g,sucre en poudre,,4,personnes,218658
2,,oeufs,,4,personnes,218658
1/2,sachet,levure chimique,,4,personnes,218658
100,g,beurre,fondu,4,personnes,218658
3,cuillères à soupe,miel liquide,,4,personnes,218658
,Noix,coco rapée,(quantité selon les goûts),4,personnes,218658
100,g,chocolat noir,,6,personnes,90292
300,g,marrons,confits au sirop,6,personnes,90292
60,g,beurre,,6,personnes,90292
3,cuillères à soupe,sucre,,6,personnes,90292
3,,oeufs,,6,personnes,90292
1,cuillère à café d'extrait,vanille,,6,personnes,90292
1,sachet,sucre vanillé,,6,personnes,90292
1,sachet,levure chimique,,6,personnes,90292
1,cuillère à soupe,lait,,6,personnes,90292
3,cuillères à soupe,farine,,6,personnes,90292
1,pincée,sel,,6,personnes,90292
160,g,cassonade,cuivrée (ou sucre brun),6,personnes,47747
90,g,farine,,6,personnes,47747
1,cuillère à café,levure,,6,personnes,47747
75,g,beurre,,6,personnes,47747
1,,oeuf,,6,personnes,47747
75,g,cerneau de noix,de pécan,6,personnes,47747
1,cuillère à café d'extrait,vanille liquide,,6,personnes,47747
2,pincées,sel,,6,personnes,47747
70,g,farine,,6,personnes,170877
1,cuillère à café,levure chimique,(environ 5 g),6,personnes,170877
100,g,poudre d'amandes,,6,personnes,170877
100,g,sucre glace,,6,personnes,170877
50,g,sucre,(blanc) en poudre,6,personnes,170877
120,g,beurre,,6,personnes,170877
4,,blancs d'oeuf,,6,personnes,170877
1,pincée,sel,,6,personnes,170877
200,g,framboises,fraiches ou surgelées,6,personnes,170877
2,,oeufs,,12,gâteaux,228136
40,g,sucre,,12,gâteaux,228136
80,g,farine,,12,gâteaux,228136
200,g,bonbon,Banane (100 g pour la préparation + 12 bonbons pour le dressage),12,gâteaux,228136
10,cl,lait,,12,gâteaux,228136
1,cuillère à café,levure,,12,gâteaux,228136
50,g,beurre,,12,gâteaux,228136
50,g,sucre glace,,12,gâteaux,228136
250,g,mascarpone,,12,gâteaux,228136
1,cuillère à café d'extrait,vanille,,12,gâteaux,228136
12,,bonbons,banane,12,gâteaux,228136
125,g,farine,,6,personnes,29080
200,g d'aman,s,en poudre,6,personnes,29080
125,g,sucre,,6,personnes,29080
75,g,beurre,,6,personnes,29080
3,,oeufs,,6,personnes,29080
1,sachet,levure chimique,,6,personnes,29080
1,pincée,sel,,6,personnes,29080
4,cuillères à soupe,marmelade d'orange,,6,personnes,29080
,Aman,s,effilées ou entières,6,personnes,29080
125,g,chocolat,,6,personnes,29080
10,cl,crème fraîche,,6,personnes,29080
30,g,beurre,,6,personnes,29080
,goutte d'extrait,café,,6,personnes,29080
4,,blancs d'oeuf,,6,personnes,49402
1,pincée,sel,,6,personnes,49402
200,g,sucre glace,,6,personnes,49402
120,g,noix de coco rapée,,6,personnes,49402
,,Macaron,ci-dessus,6,personnes,49402
120,g,chocolat au lait,,6,personnes,49402
80,g,crème fraîche,,6,personnes,49402
40,g,beurre demi-sel,,6,personnes,49402
4,,oeufs,,6,personnes,49402
60,g,farine,,6,personnes,49402
1,pincée,sel,,6,personnes,49402
3,,oeufs,,6,personnes,17629
8,cuillères à soupe,sucre,,6,personnes,17629
100,g,beurre,,6,personnes,17629
5,cuillères à soupe,farine,,6,personnes,17629
1,pincée,sel,,6,personnes,17629
1/2,paquet,levure,,6,personnes,17629
1,boîte,poire,,6,personnes,17629
250,g,fraises tagada®,®,6,personnes,69139
125,g,farine,,6,personnes,69139
4,,oeufs,,6,personnes,69139
1,cuillère à soupe,sucre,(ou sachet de sucre vanillé),6,personnes,69139
100,g,beurre,,6,personnes,69139
1,pincée,sel,,6,personnes,69139
2,cuillères à soupe,lait,,6,personnes,69139
1,sachet,levure chimique,,6,personnes,69139
1,tablette,chocolat noir,pâtissier (200 g),8,personnes,52327
15,carrés,chocolat blanc,,8,personnes,52327
6,,oeufs,,8,personnes,52327
125,g,farine,(+ 1 cuillère de farine pour le plat),8,personnes,52327
180,g,beurre,(+ 10 g pour le plat),8,personnes,52327
250,g,sucre,,8,personnes,52327
50,g,Noix concassé,,8,personnes,52327
1,paquet,sucre vanillé,,8,personnes,52327
1/2,paquet,levure,,8,personnes,52327
4,,poires,bien mûres,6,personnes,28961
180,g,sucre,,6,personnes,28961
4,,oeufs,,6,personnes,28961
150,g,farine,,6,personnes,28961
125,g,beurre,fondu refroidi,6,personnes,28961
1,pincée,sel,,6,personnes,28961
1,sachet,levure,en poudre,6,personnes,28961
125,g,farine,,8,personnes,44919
1,sachet,levure,,8,personnes,44919
85,g,sucre en poudre,,8,personnes,44919
2,,oeufs,entiers,8,personnes,44919
100,g,crème fraîche,,8,personnes,44919
60,g,beurre,fondu,8,personnes,44919
100,g,chocolat,,8,personnes,44919
3,,poires,,6,personnes,57265
4,,oeufs,,6,personnes,57265
150,g,beurre,+ un peu pour le moule,6,personnes,57265
200,g,sucre en poudre,,6,personnes,57265
200,g,farine,,6,personnes,57265
1,sachet,sucre vanillé,,6,personnes,57265
140,g,sucre,,8,personnes,318826
160,g,farine sans gluten,"(riz + châtaigne ou riz + maïs, par exemple)",8,personnes,318826
8,g,poudre à lever,(sans gluten),8,personnes,318826
3,,oeufs,,8,personnes,318826
100,g,beurre,fondu ou d'huile + un peu pour le moule,8,personnes,318826
40,g,poudre d'amandes,,8,personnes,318826
3,,poires,mûres (ou 5 petites),8,personnes,318826
1,gousse,vanille,ou 1 cuillère à café d'extrait de vanille,8,personnes,318826
1,,yaourt nature,(on prend le pot comme mesure),8,personnes,232116
2,pots,farine,,8,personnes,232116
2,pots,sucre,,8,personnes,232116
1/2,,pot d'huile,,8,personnes,232116
3,,oeufs,,8,personnes,232116
1/2,sachet,levure chimique,,8,personnes,232116
1,sachet,sucre vanillé,,8,personnes,232116
6,,noix,,8,personnes,232116
2,cuillères à soupe,fleur d'oranger,,8,personnes,232116
100,g,noisettes,pilées,6,personnes,14930
75,g,cerneau de noix,concassés,6,personnes,14930
75,g,farine,,6,personnes,14930
100,g,maïzena,,6,personnes,14930
1,cuillère à café,levure,,6,personnes,14930
250,g,sucre en poudre,,6,personnes,14930
1,sachet,sucre vanillé,,6,personnes,14930
4,,oeufs,,6,personnes,14930
175,g,beurre,,6,personnes,14930
1,cuillère à soupe,jus de citron,,6,personnes,14930
200,g,beurre doux,,8,Personnes,332923
150,g,sucre,,8,Personnes,332923
250,g,farine,,8,Personnes,332923
2,cuillères à café,levure chimique,,8,Personnes,332923
2,cuillères à café,gingembre,en poudre,8,Personnes,332923
4,,oeufs,,8,Personnes,332923
5,,poires,,8,Personnes,332923
1,cuillère à soupe,cassonade,,8,Personnes,332923
3,,pommes,,8,personnes,57479
15,morceaux,sucre,,8,personnes,57479
2,,oeufs,,8,personnes,57479
150,g,sucre en poudre,,8,personnes,57479
150,g,farine,,8,personnes,57479
150,g,beurre,,8,personnes,57479
1/2,sachet,levure chimique,,8,personnes,57479
75,g,farine,,6,personnes,310950
50,g,cerneau de noix,broyés,6,personnes,310950
6,cl,café,,6,personnes,310950
75,g,sucre,,6,personnes,310950
1/2,sachet,levure,,6,personnes,310950
2,,oeufs,,6,personnes,310950
1,,cuillère à soupe d'huile,,6,personnes,310950
5,cuillères à soupe,farine,,6,personnes,15662
8,cuillères à soupe,sucre semoule,,6,personnes,15662
3,cuillères à soupe,lait,,6,personnes,15662
2,,cuillères à soupe d'huile,,6,personnes,15662
2,paquets,sucre vanillé,,6,personnes,15662
1/2,paquet,levure,,6,personnes,15662
2,,oeufs,,6,personnes,15662
,zeste,citron,,6,personnes,15662
50,g,beurre,,6,personnes,15662
6,,pommes,,6,personnes,15662
5,,pommes,,8,Personnes,339491
3,,oeufs,entiers,8,Personnes,339491
180,g,beurre tendre,,8,Personnes,339491
180,g,farine,,8,Personnes,339491
150,g,sucre,,8,Personnes,339491
3,bonnes cuillères à soupe,miel liquide,,8,Personnes,339491
1/2,paquet,levure,alsacienne,8,Personnes,339491
1,pincée,sel,,8,Personnes,339491
3,,pommes,"épluchées, détaillées en fines lamelles",8,personnes,227612
150,g,spéculoos,,8,personnes,227612
60,g,beurre demi-sel,,8,personnes,227612
3,,oeufs,,8,personnes,227612
3,cuillères à soupe,farine,,8,personnes,227612
1,cuillère à soupe rase,maïzena,,8,personnes,227612
1,cuillère,crème fraîche,,8,personnes,227612
50,g,sucre en poudre,,8,personnes,227612
4,,oeufs,,6,personnes,44642
4,cuillères à soupe,farine,,6,personnes,44642
125,g,beurre doux,ou demi-sel,6,personnes,44642
120,g,cassonade,,6,personnes,44642
200,g,chocolat noir,,6,personnes,44642
3,tranches,pain d'épices,,6,personnes,44642
100,g,spéculoos,,8,personnes,165409
125,g,farine,,8,personnes,165409
75,g,sucre brun,,8,personnes,165409
4,,oeufs,,8,personnes,165409
1,sachet,levure,,8,personnes,165409
125,g,beurre,,8,personnes,165409
1,sachet,sucre vanillé,,8,personnes,165409
1,pincée,sel,,8,personnes,165409
160,g,chocolat noir,pâtissier (premier prix cela convient parfaitement),6,moelleux,228215
2,,cuillères à soupe d'édulcorant,résistant à la cuisson,6,moelleux,228215
3,,oeufs,,6,moelleux,228215
1,pincée,sel,fin,6,moelleux,228215
40,g,maïzena,,6,moelleux,228215
20,g,farine,blanche,6,moelleux,228215
1/2,sachet,levure chimique,,6,moelleux,228215
1,,banane,bien mûre,6,moelleux,228215
15,cl,lait écrémé,,6,moelleux,228215
1/2,,rhum,agricole,6,moelleux,228215
5,gouttes d'extrait,vanille,ou une pincée de cannelle en poudre,6,moelleux,228215
1,,ananas,frais coupé en rondelles ou 1 grosse boîte d'ananas en tranches,6,personnes,25050
3,,oeufs,,6,personnes,25050
100,g,sucre,,6,personnes,25050
100,g,beurre,mou,6,personnes,25050
100,g,farine,,6,personnes,25050
1/2,sachet,levure,en poudre,6,personnes,25050
1,cuillère à soupe,rhum,,6,personnes,25050
15,morceaux,sucre,,6,personnes,25050
1,,oeuf,,2,personnes,90953
30,g,farine,,2,personnes,90953
2,cuillères à soupe,poudre d'amandes,,2,personnes,90953
10,carrés,chocolat pâtissier,,2,personnes,90953
30,g,beurre,,2,personnes,90953
40,g,sucre,,2,personnes,90953
4,feuilles,basilic frais,,2,personnes,90953
100,g,sucre,,6,personnes,219155
100,g,farine,,6,personnes,219155
160,g,chocolat,,6,personnes,219155
3,,oeufs,,6,personnes,219155
5,cl,lait,,6,personnes,219155
3,cuillères à soupe,crème fraîche,épaisse,6,personnes,219155
10,,noisettes,ou 8 g de noisette concassées,6,personnes,219155
12,,framboises,,6,personnes,219155
,,Sucre glace,(décoration),6,personnes,219155
3,,bananes,bien mûres écrasées en purée,4,personnes,335108
30,cl,lait,,4,personnes,335108
,Lait,coco,selon votre goût,4,personnes,335108
2,cuillères à soupe,sucre,,4,personnes,335108
,,Vanille,en poudre,4,personnes,335108
1,,oeuf,,4,personnes,335108
3,cuillères à soupe,farine,,4,personnes,335108
2,cuillères à soupe,noix de coco,séchée,4,personnes,335108
1,cuillère à soupe,lait demi-écrémé,,6,personnes,342945
45,g,beurre demi-sel,,6,personnes,342945
70,g,sucre,blanc,6,personnes,342945
1,sachet,sucre vanillé,,6,personnes,342945
2,,oeufs,,6,personnes,342945
50,g,crème fraîche épaisse,,6,personnes,342945
50,g,pistaches,hachées non salées,6,personnes,342945
130,g,chocolat blanc,,6,personnes,342945
60,g,farine,,6,personnes,342945
1,cuillère à café,levure chimique,,6,personnes,342945
3,,oeufs,,6,personnes,61662
1,,yaourt,,6,personnes,61662
1.5,pot,sucre,,6,personnes,61662
3,pots,farine,,6,personnes,61662
1,sachet,levure chimique,,6,personnes,61662
1/4,,pot d'huile,,6,personnes,61662
100,g,chocolat noir,,6,personnes,61662
2,,poires,,6,personnes,61662
,,Vermicelles,colorées,6,personnes,61662
4,,oeufs,,6,personne(s),382583
12,cl,lait,,6,personne(s),382583
12,cl,crème,,6,personne(s),382583
250,g,farine,,6,personne(s),382583
100,g,sucre,,6,personne(s),382583
1,,banane,,6,personne(s),382583
180,g,chocolat noir,,6,personne(s),382583
1,sachet,sucre vanillé,,6,personne(s),382583
1,sachet,levure,,6,personne(s),382583
100,g,beurre,,4,personnes,64857
120,g,chocolat noir,corsé,4,personnes,64857
50,g,poudre d'amandes,,4,personnes,64857
80,g,sucre,,4,personnes,64857
15,cl,crème liquide,,4,personnes,64857
2,,oeufs,,4,personnes,64857
3,cuillères à soupe,farine,,4,personnes,64857
,,Cannelle,,4,personnes,64857
2,gousses,cardamome,,4,personnes,64857
,,Vanille,,4,personnes,64857
,Pâte d'aman,,,4,personnes,64857
150,g,farine,,8,personnes,69165
3,,oeufs,,8,personnes,69165
150,g,chocolat,,8,personnes,69165
1,sachet,levure,,8,personnes,69165
1,sachet,chocolat,,8,personnes,69165
1,cuillère,cannelle,,8,personnes,69165
50,g,noisettes,,8,personnes,69165
50,g d'aman,s,,8,personnes,69165
100,g,beurre,,8,personnes,69165
3,,oeufs,,6,personnes,67818
1/2,l,lait,,6,personnes,67818
100,g,sucre,,6,personnes,67818
1,sachet,sucre vanillé,,6,personnes,67818
100,g,chocolat noir,,6,personnes,67818
120,g,noix de coco rapée,,6,personnes,67818
1,cuillère à café,cannelle,en poudre,6,personnes,67818
100,g,beurre,,6,personnes,165411
3,,oeufs,,6,personnes,165411
150,g,chocolat blanc,en morceaux,6,personnes,165411
120,g,sucre en poudre,,6,personnes,165411
100,g,farine,,6,personnes,165411
60,g,confiture d'abricot,,6,personnes,165411
100,g,chocolat noir,,12,muffins,25650
150,g,chocolat blanc,,12,muffins,25650
50,g,farine,,12,muffins,25650
100,g,beurre,,12,muffins,25650
3,,oeufs,,12,muffins,25650
100,g,sucre,,12,muffins,25650
1/2,sachet,levure chimique,,12,muffins,25650
2,cuillères à soupe,crème fraîche liquide,,12,muffins,25650
4,,pommes,,6,personnes,95097
2,poignées,groseille,,6,personnes,95097
80,g,poudre d'amandes,,6,personnes,95097
4,,oeufs,,6,personnes,95097
100,g,sucre semoule,,6,personnes,95097
20,cl,crème allégée,,6,personnes,95097
1,cuillère à soupe,maïzena,,6,personnes,95097
4,,oeufs,,15,muffins,336274
100,g,sucre,,15,muffins,336274
100,g,beurre,,15,muffins,336274
1,sachet,sucre vanillé,,15,muffins,336274
125,g,poudre de noisette,,15,muffins,336274
200,g,chocolat pâtissier,,15,muffins,336274
3,cuillères à soupe,lait,,15,muffins,336274
100,g,beurre demi-sel,,4,personne(s),383407
120,g,chocolat noir,,4,personne(s),383407
3,,oeufs,,4,personne(s),383407
500,g,crème de marron,,4,personne(s),383407
1,cuillère à soupe,farine,,4,personne(s),383407
1,cuillère à soupe,rhum,,4,personne(s),383407
125,g,chocolat noir,à cuire,4,personnes,62523
125,g,beurre,,4,personnes,62523
125,g,pralin,,4,personnes,62523
50,g,sucre,,4,personnes,62523
4,,oeufs,,4,personnes,62523
1,cuillère à soupe,maïzena,,4,personnes,62523
100,g,beurre,,6,personnes,29416
50,g,sucre,+ 2 sachets de sucre vanillé,6,personnes,29416
100,g,chocolat noir,à 70 %,6,personnes,29416
250,g,crème de marron,vanillée,6,personnes,29416
2,,oeufs,,6,personnes,29416
100,g,farine,,6,personnes,29416
1,sachet,levure,,6,personnes,29416
1,verre,lait de coco,,8,personne(s),391611
2,verres,farine,,8,personne(s),391611
1,verre,sucre,,8,personne(s),391611
1,,mi verre d'huile,,8,personne(s),391611
4,,oeufs,,8,personne(s),391611
100,g,chocolat,,8,personne(s),391611
150,g,farine,,12,moelleux,96501
4,cuillères,maïzena,,12,moelleux,96501
75,g,sucre,,12,moelleux,96501
75,g,cassonade,,12,moelleux,96501
1,sachet,levure,,12,moelleux,96501
1,pincée,sel,,12,moelleux,96501
1,,oeuf,,12,moelleux,96501
30,g,beurre,fondu,12,moelleux,96501
150,ml,lait,,12,moelleux,96501
